Airports with ACARS Soundings. Downloaded from: https://rucsoundings.noaa.gov/airports.html

GSD_ID name wmoid  lat     lon   elev(m) Description
2959  ITH      0   42.48  -76.47  335 Ithica, NY/US
2938  IVL      0   68.60   27.42  147 Ivalo, FI-ES
1290  JAA  47686   35.77  140.38    7 New Tokyo Intl, JP
0076  JAC  90013   43.60 -110.73 1964 Jackson, WY
0077  JAN  72235   32.32  -90.08   91 Jackson, MS
0078  JAX  72206   30.50  -81.70    9 Jacksonville, FL
0663  JBB      0   34.43  135.24    7 Kansai Intl.
0324  JCC  47425   42.80  141.67   30 Chitose, JP
0079  JFK  74486   40.65  -73.78    7 New York JFK, NY
2585  JFT  47819   32.84  130.86  196 Kumamoto, JP
2194  JMS      0   46.93  -98.68  456 Jamestown Regional
0280  JSJ  78526   18.43  -66.00   19 San Juan, PU
1496 KABQ  72365   35.05 -106.62 1619 Albuquerque, NM
1440 KADW  74594   38.82  -76.87   86 Andrews AFB, MD
0781 KAFW      0   32.98  -97.32  220 Fort Worth/Alliance, TX
2941  KAO      0   65.99   29.24  264 Kuusamo, FI
0376 KARA      0   30.03  -91.88    7 New Iberia/Acadi, LA
1335 KAUS  72254   30.30  -97.70  189 Austin/Mueller, TX
0733 KBGR      0   44.80  -68.83   59 Bangor, ME
1495 KBHM  72228   33.47  -86.83  227 Birmingham, AL
1334 KBIL  72677   45.80 -108.53 1088 Billings/Logan, MT
1412 KBOI  72681   43.57 -116.22  871 Boise, ID
1503 KBOS  72509   42.36  -71.09   30 Boston, MA
0809 KCSG      0   32.52  -84.93  121 Columbus, GA
1337 KCVG  72421   39.05  -84.67  267 Cincinnati/Grtr, OH
1331 KDCA  72405   38.85  -77.03    5 Washington National, VA
1409 KDEN  72469   39.87 -104.67 1611 Denver (DIA), CO
1320 KDFW  72259   32.90  -97.03  182 Dallas/Fort Worth, TX
2939  KEM      0   65.78   24.60   19 Kemi, FI
1494 KFAY      0   34.98  -78.88   58 Fayetteville, NC
1333 KFLL      0   26.07  -80.15    3 Ft. Ldrdale/Hlywd, FL
1450  KHI  41780   24.91   67.16   30 Jinnah/Karachi Intl, PK
1340 KIAD  72403   38.98  -77.47   85 Dulles Intl, VA
1434 KIAH  72243   29.97  -95.35   13 Houston Intl, TX
1488 KJAX  72206   30.50  -81.70    9 Jacksonville, FL
1341 KJFK  74486   40.65  -73.78    7 New York JFK, NY
2091  KJK      0   35.55  126.37    9 Gunsan, KO
1536  KJP  78397   17.93  -76.78    9 Kingston, JM
1114  KJS  78388   18.50  -77.91    1 Montego Bay/Sangster, JM
0652  KKK      0   50.50   30.50  178 Kiev/Zhulyany
0616 KLaS  72386   36.08 -115.17  664 Las Vegas/Mccarr, NV
0814 KMcO  72205   28.43  -81.32   32 Orlando Jetport , FL
0080  KOB  90014   34.47  135.22   59 Kobe, JP
2944  KOK      0   63.72   23.14   26 Kokkola, FI
2052  KPC      0   33.30  126.29   25 Jeju, KO
1471 KPIH  72578   42.92 -112.57 1365 Pocatello, ID
2258  KPK      0   35.10  128.56    4 Pusan/Kimhae, KO
0810 KPMD  72382   34.63 -118.08  774 Palmdale Product, CA
1504  KPS      0   35.05  128.05    8 Sacheon, KO
1196  KSI      0   37.47  126.45    7 Incheon Intl, KO
1560  KSO  47122   37.08  127.03   12 Osan, KO
0313  KSS  47110   37.56  126.79   18 Seoul/Kimpo Intl, KO
2937  KSU   1223   63.11    7.82   62 Kristiansund, NO
1325 KSUU  74516   38.26 -121.93   19 Travis AFB, CA
2940  KTT   2723   67.70   24.85  196 Kittila, FI
0362  KTU      0   36.42  127.30   58 Chungju, KO
0081  KUL  90042    3.12  101.55   22 Kuala Lumpur/SU, MS
2949  KUO      0   63.01   27.80   99 Kuopio, FI
0082  LAN  72539   42.77  -84.60  266 Lansing, MI
0083  LAS  72386   36.08 -115.17  664 Las Vegas/McCrrn, NV
2568 LATI  13615   41.33   19.78   90 Tirana, Albania
0084  LAX  72295   33.93 -118.40   34 Los Angeles, CA
0085  LBB  72267   33.65 -101.82  988 Lubbock Intl, TX
1199  LBG      0   32.10   34.90   41 Tel Aviv
1014 LBSF      0   42.80   23.40  530 Sofia
2569 LBWN  15552   43.20   27.92   43 Varna, Bulgaria
2957  LCH  72240   30.12  -93.22   10 Lake Charls, LA/US
0269  LCK      0   39.82  -82.93  227 Rickenbacker AFB, OH
1015 LCLK      0   34.90   33.70    2 Larnaca
2571 LDDU  14474   42.56   18.27  161 Dubrovnik, Croatia
2570 LDSP  14444   43.50   16.30   19 Split, Croatia
1016 LDZA      0   45.90   16.10  106 Zagreb
1017 LEAL      0   38.30   -0.50   42 Alicante
1018 LEAM      0   36.80   -2.40   21 Almeria
1019 LEBB      0   43.30   -2.90   42 Bilbao
1020 LEBL      0   41.30    2.10    3 Barcelona
1021 LEIB      0   38.90    1.40    7 Ibiza
1022 LEMD      0   40.50   -3.60  609 Madrid
1023 LEMG      0   36.70   -4.50   15 Malaga
1240 LEMH   8314   39.87    4.23   82 Mahon/Menorca, SP
1024 LEPA      0   39.50    2.70    9 Palma de Mallorca
1025 LEVC      0   39.50   -0.50   68 Valencia
0086  LEX  72422   38.05  -84.60  301 Lexington/Bgf, KY
1026 LEZL      0   37.40   -5.90   34 Seville
1027 LFBD      0   44.80   -0.70   49 Bordeaux
1028 LFBO      0   43.60    1.40  152 Toulouse
1029 LFBT      0   43.10    0.00  363 Lourdes
1030 LFBZ      0   43.40   -1.50   74 Biarritz
1031 LFKB      0   42.50    9.50    8 Bastia (Corsica)
1032 LFKC      0   42.60    8.80   64 Calvi
1033 LFKJ      0   41.90    8.80    5 Ajaccio
1034 LFLC      0   45.80    3.10  332 Clermont Ferrond
1035 LFLL      0   45.90    4.90  249 Lyon/satolas
1036 LFLS      0   45.30    5.30  396 Grenoble
1037 LFML      0   43.40    5.20   22 Marseille
1038 LFMN      0   43.60    7.20    3 Nice
1039 LFMP      0   42.80    2.90   41 Perpignan
1040 LFMT      0   43.60    3.90    5 Montpellier
0529 LFPG   7157   49.02    2.53  109 Charles De Gaul, FR
1041 LFPO      0   48.70    2.40   89 Paris (ORL)
1042 LFRB      0   48.40   -4.40   99 Brest
1043 LFRH      0   47.80   -3.50   51 Lorient
1044 LFRS      0   47.20   -1.60   27 Nantes
1045 LFSB      0   47.60    7.50  269 Bale/Mulhouse
1046 LFST      0   48.50    7.60  153 Strasbourg
0271  LFT      0   30.20  -92.00   13 Lafayette, LA
1047 LFTW      0   43.80    4.40   94 Nimes
0087  LGA  72503   40.77  -73.90   13 New York (La Guardia), NY
1048 LGAT      0   37.90   23.70   20 Athens
0088  LGB  72297   33.82 -118.15   12 Long Beach, CA
1049 LGIR      0   35.30   25.10   35 Iraklion
1050 LGKR      0   39.30   19.50   46 Corfu
1051 LGRP      0   36.30   28.10    5 Rhodes
1052 LGTS      0   40.50   22.90    6 Thessaloniki
1053 LHBP      0   47.40   19.20  150 Budapest
2921  LHE  41641   31.52   74.40  213 Allama/Lahore Intl, PK
0253  LHR   7315   46.15   -1.15   10 La Rochelle, FR
1054 LICC      0   37.50   15.10   12 Catania
0329  LIH  10006   21.98 -159.35   31 Lihue, HI
0262 LIMC  16066   45.62    8.73  211 Milano/Malpensa, IY
1056 LIMF      0   45.10    7.60  301 Turin
1057 LIMJ      0   44.50    8.80    3 Genoa
1058 LIML      0   45.50    9.30  107 Milan/Linate
1380 LIMN      0   45.53    8.67  180 Cameri, IY
1059 LIPE      0   44.50   11.30   38 Bologna
1060 LIPX      0   45.40   10.90   72 Verona
1061 LIPZ      0   45.50   12.30    2 Venice
1062 LIRF      0   41.80   12.20    4 Rome/Fiumicino
1063 LIRN      0   40.90   14.30   90 Naples
1064 LIRP      0   43.80   10.30    2 Pisa
0089  LIT  90015   34.73  -92.23   78 Little Rk/Adams, AR
1065 LJLJ      0   46.30   14.50  384 Lubljana
1066 LKPR      0   50.10   14.20  380 Prague
1067 LLBG      0   32.10   34.90   41 Tel Aviv
1068 LMML      0   36.10   14.30   91 Luqa (Malta)
0090  LNK  72551   40.85  -96.75  362 Lincoln, NE
2931  LNZ      0   48.23   14.19  298 Linz, AT
1069 LOWW      0   48.10   16.50  182 Vienna
1512 LOXG  11240   46.99   15.44  339 Graz, Austria
1070 LPFB      0   43.40   -0.40  187 Pau
1071 LPFR      0   37.00   -8.00    7 Faro
1072 LPFU      0   32.70  -16.80   57 Funchal
1073 LPPR      0   41.30   -8.70   69 Porto
1074 LPPT      0   38.80   -9.10  113 Lisbon
1075 LQSA      0   43.90   18.30  520 Sarajevo
1076 LRBS      0   44.70   26.10   90 Bucharest/Baneasa
2961  LRD  72252   27.53  -99.47  156 Laredo, TX/US
2189  LSE      0   43.88  -91.26  199 La Crosse Muni
1077 LSGG      0   46.10    6.10  430 Geneva
1078 LSZH      0   47.50    8.50  431 Zurich
1079 LTAC      0   39.90   32.50  953 Ankara
1080 LTBA      0   40.90   28.80   47 Istanbul
1081 LTBJ      0   38.30   27.10  125 Izmir
2950 LTBS  17295   36.71   28.79    6 Dalaman, TR
1082 LWSK      0   42.00   21.70  238 Skopje
1083 LYBE      0   44.80   20.30  102 Belgrade
2567 LYPR  13481   42.34   21.02  545 Pristina, Serbia/Montenegro
2565 LZIB  11816   48.17   17.21  133 Bratislava, Slo. Rep.
0382  MAA  43279   13.00   80.18   16 Madras, India
0880  MAD  41216   24.43   54.46    5 Bateen, UAE
2566 MARI  13026   46.50   15.70  265 Maribor, Slovenia
0206  MBS      0   43.53  -84.08  204 Tri-City/Saginaw, MI
2857  MCG  70231   62.97 -155.62  103 MCGRATH, AK
0091  MCI  72446   39.32  -94.72  312 Kansas City Intl, MO
0196  MCO  72205   28.43  -81.32   32 Orlando Jetport, FL
2186  MCW      0   43.16  -93.33  369 Mason City Muni
1429  MDB  41194   25.25   55.36   10 Dubai, UAE
0092  MDT  90016   40.20  -76.77   94 Middletwn/Olmstd, PA
0217  MDW  72534   41.78  -87.75  188 Chicago/Midway, IL
0365  MEL      0  -37.73  144.90   85 Melbourne/Essendon, AUS
0093  MEM  72334   35.05  -90.00   87 Memphis Intl, TN
0094  MEX  76679   19.43  -99.07 2234 Mexico City, MX
0095  MFE  90017   26.18  -98.23   33 Miller Intl., TX
0096  MFR  72597   42.37 -122.87  401 Medford, Or
1472 MGGT  78641   14.58  -90.53 1509 Guatamala City, GU
0599  MGL      0   20.52 -103.32 1528 Guadalajara/Don Miguel, MX
0655  MGM  72226   32.30  -86.40   62 Montgomery, AL
2947  MHQ      0   60.12   19.90    5 Mariehamn, FI
0247  MHR      0   38.57 -121.30   29 Mather AFB, CA
0097  MHT  90018   42.93  -71.43   71 Manchester, NH
0098  MIA  72202   25.82  -80.28    4 Miami Intl, FL
0512  MKA      0    6.19  100.40    4 Sultan Abdul Halim
1350  MKC      0   39.12  -94.60  231 Kansas City MUNI, MO
0609  MKD  48657    3.78  103.22   16 Kuantan (AFB), Malasya
0099  MKE  72640   42.95  -87.90  211 Milwaukee/Mtchll, WI
0651  MKG  72636   43.17  -86.27  193 Muskegon County, MI
0787 MKJP  78397   17.93  -76.78    9 Kingston, JM
1673 MKJS  78388   18.50  -77.91    1 Montego Bay/Sangster, JM
0223  MKK  10007   21.15 -157.10  137 Kaunakakia, HI
0748  MKL      0   35.60  -88.92  132 Mckellar/Jackson, TN
0536  MLI  72544   41.45  -90.52  181 Moline/Quad City, IL
2181  MLU      0   32.51  -92.04   24 Monroe Regional
0381  MMA   2636   55.55   13.37  106 Malmo-Sturup, SWEDEN
0782  MME  76679   19.43  -99.08 2231 Mexico Int'l, MX
2120 MMGL      0   20.52 -103.32 1528 Guadalajara/Don Miguel, MX
2463  MML  94866  -37.67  144.83   14 Melbourne Intl, AU
0193  MMM      0  -22.80  148.70  166 Middlemount, AU
0784 MMMX      0   19.43  -99.10 2238 Mexicali, MX
1469 MMMY  76393   25.78 -100.10  387 Monterrey Intl, MX
1508  MMS  26850   53.93   27.63  231 Minsk, Belarus
0779  MMU      0   40.80  -74.42   57 Morristown, NJ
2366 MMUN  76599   21.04  -86.88    6 Cancun Intl, MX
0277  MMX   2636   55.55   13.37  106 Malmo/Sturup, SN
0777  MMY      0   25.78 -100.10  387 Monterrey/Gen Maria
0100  MNL  99044   14.52  121.02   16 Manila/Luzon, PH
0101  MOB  72223   30.68  -88.25   67 Mobile/Bates, AL
0102 MPTO  78792    9.05  -79.37   11 Tocumen/Gen. OM
2180  MQT      0   46.35  -87.40  372 Sawyer Intl, MI
0103 MROC  78762    9.93  -84.10  931 San Jose, CS
0256  MRY      0   36.58 -121.85   67 Monterey Pninsla, CA
0202  MSL      0   34.75  -87.62  168 Muscle Shoals, AL
0560 MSLP      0   13.44  -89.06   30 El Salvador Int, BA
0104  MSN  72641   43.13  -89.33  264 Madison/Dane, WI
0744  MSO  72773   46.92 -114.08  976 Missoula/Johnson, MT
0105  MSP  72658   44.88  -93.22  256 Mineapolis-St Pl, MN
0106  MSY  72231   29.98  -90.25    9 New Orleans Intl, LA
0107  MTJ  90019   38.50 -107.88 1755 Montrose Airport, CO
1422 MTPP  78439   18.58  -72.29   37 Port-au-Prince, Haiti
0108  MTY  76394   25.87 -100.23  448 Monterrey Intl, MX
0349  MUC  10870   48.35   11.78  448 Munich Intl., Germany
0323 MUHA  78325   23.17  -82.35   50 Habana, CU
0281  MWC      0   43.12  -88.05  227 Milwaukee/Tmmrmn, WI
1084 MWCR      0   19.30  -81.30    3 Grand Cayman
0615  MXF      0   32.38  -86.37   51 Maxwell AFB, AL
0299  MXP  16066   45.62    8.73  211 Milano/Malpensa, IY
1366  NCA      0   12.50  -70.00   32 Aruba
1684  NCC  78988   12.19  -68.96    9 Curacao, Neth. Antilles
1565  NCM  78866   18.04  -63.11    4 St. Maarten, Neth. Antilles
0605  NEW      0   30.03  -90.03    3 New Orleans/Lkfr, LA
0315 NFFN  91680  -17.75  177.45   18 Nandi/Nadi Intl FJ
0340  NKT  72309   34.85  -76.88   13 Cherry Pt Mcas, NC
0774  NMG  78741   12.15  -86.17   50 Managua/Augusto, NK
0384  NNN  29634   55.03   82.90  177 Novosibirsk/Tol, Russia
0237  NRT  47662   35.68  139.77   36 Narita, Tokyo, JP (Unofcl)
0769 NTAA  91938  -17.55 -149.62    2 Tahiti Island, PF
0242 NZAA  93110  -37.02  174.82    6 Auckland Intl., NZ
1201 NZCH  93781  -43.48  172.52   37 Christchurch, NZ
1303 NZOH  93401  -40.21  175.39   50 Ohakea, NZ
1202 NZQN  95951  -45.02  168.73  357 Queenstown, NZ
1200 NZWN  93439  -41.33  174.80   13 Wellington, NZ
0895  OAH  47936   26.20  127.68   53 Naha Airport, JP
0109  OAK  72493   37.73 -122.22    3 Oakland, CA
1378 OBBI      0   26.27   50.63    2 Bahrain, Bahrain
1708  OBG  43295   12.95   77.67  888 Bangalore, IN
2960  ODO      0   31.92 -102.39  914 Odessa-Schlmyr Fld, TX/US
2500 OEAB  41112   18.23   42.65 2090 Abha, SD
2490 OEAH  40420   25.30   49.48  179 Al-Ahsa, SD
2497 OEBA  41055   20.30   41.65 1672 Baha, SD
2499 OEBH  41084   19.98   42.63 1167 Bisha, SD
1085 OEDF  40417   26.43   49.80   12 Dammam, SD
2492 OEDW  40435   24.48   44.37  850 Al-Dawadami, SD
2503 OEGN  41140   16.88   42.58    6 Jazan, SD
2488 OEGS  40405   26.30   43.77  648 Gassim, SD
2480 OEGT  40360   31.40   37.28  509 Guriat, SD
2486 OEHL  40394   27.43   41.68 1015 Hail, SD
1354 OEJN  41024   21.70   39.18   15 Jeddah, SD
2485 OEKK  40377   27.92   45.52  413 Hafr Al-Batin, SD
1895 OEMA  40430   24.55   39.70  654 Al-Madinah, SD
2501 OENG  41128   17.62   44.42 1214 Najran, SD
2483 OEPA  40373   28.32   46.13  358 Al-Qaisumah, SD
2482 OERF  40362   29.62   43.48  449 Rafha, SD
2493 OERK  40437   24.93   46.72  614 Riyadh, SD
2479 OERR  40357   30.90   41.13  555 Arar, SD
1390 OERY  40438   24.71   46.72  635 Riyadh, Saudi Arabia
2502 OESH  41136   17.47   47.10  689 Sharorah, SD
2481 OESK  40361   29.78   40.10  689 Al-Jouf, SD
2484 OETB  40375   28.38   36.60  778 Tabuk, SD
2496 OETF  41036   21.48   40.55 1478 Taif, SD
2478 OETR  40356   31.68   38.73  855 Traif, SD
2498 OEWD  41061   20.50   45.25  629 Wadi Al-Dawasser, SD
2487 OEWJ  40400   26.20   36.48   20 Al-Wejh, SD
2494 OEYN  40439   24.13   38.07    8 Yanbu, SD
0110  OGG  10003   20.90 -156.43   15 Kahului, Maui, HI
1392 OIII  40754   35.69   51.31 1208 Tehran/Mehrabad, Iran
1086 OJAI      0   31.80   36.00  730 Amman
1375 OJAQ  40340   29.61   35.02   53 Aquaba, Jordan
1385 OKBK  40582   29.23   47.98   63 Kusait, Kuwait
0111  OKC  72353   35.40  -97.60  392 Ok City/W.Rogers, OK
0430  OKJ  47929   26.33  126.80    5 Kumejima Island, JP
0310  OKL  72493   37.73 -122.22    3 Oakland, CA
2928  OLB  16531   40.89    9.52   11 Olbia, IT
1416 OLBA  40100   33.81   35.49   27 Beirut Intl, Lebanon
0112  OMA  72550   41.30  -95.90  299 Omaha/Eppley, NE
1371 OMAA  41217   24.43   54.65   27 Abu Dhabi, UAE
1372 OMAD  41216   24.43   54.46    5 Bateen, UAE
1381 OMDB  41194   25.25   55.36   10 Dubai, UAE
1264  OMM      0   13.00   80.20   15 Madras, IN
0540  OMS  41256   23.59   58.28   15 Muscat/Seeb, Oman
0113  ONT  90020   34.05 -117.62  293 Ontario Intl, CA
1389 OOMS  41256   23.59   58.28   15 Muscat/Seeb, Oman
0614  OPF      0   25.90  -80.28    3 Miami/Opa Locka, FL
1399 OPRN  41571   33.62   73.10  508 Islamabad/Chaklala, Pakistan
0114  ORD  72530   41.98  -87.90  203 Chicago/Ohare, IL
0292  ORF      0   37.13  -76.49   13 Newport News/Wlmsbg, VA
0115  ORL  90021   28.55  -81.33   34 Orlando-Herndon, FL
1087 OSDI      0   33.30   36.50  615 Damascus
2942  OUL      0   64.93   25.35   14 Oulu, FI-OL
2514 OYSN  41404   15.48   44.22 2206 Sana'a, YE
0303  PAE      0   47.92 -122.28  184 Paine/Everett, WA
1441 PAED  70272   61.25 -149.80   65 Elmendorf AFB, AK
2174  PAH      0   37.06  -88.77  124 Barkley Regional
2907 PAKU      0   70.32 -149.59   20 KUPARUK ARPT, AK
0598 PANC  70273   61.17 -150.02   40 Anchorage Intl, AK
0257  PBC  76685   19.03  -98.20 2166 Puebla, MX
0116  PBI  72203   26.68  -80.12    7 West Palm Beach, FL
2855  PBV      0   56.60 -169.70   38 ST. GEORGE, AK
0117  PDX  72698   45.60 -122.60    7 Portland, OR
0118  PEN  99043    5.30  100.27    4 Penang/Bayan, LE
1417 PGUM  91217   13.48  144.80   91 Guam Intl, Guam
0351 PHKO      0   19.73 -156.05   13 Keahole Kona Intl, HI
0119  PHL  72408   39.92  -75.18    5 Philadelphia, PA
0284 PHNL  91182   21.35 -157.93    5 Honolulu Intl, HI
0624 PHOG  91190   20.90 -156.43   20 Kahului Airport, HI
0120  PHX  72278   33.43 -112.02  337 Phoenix/Sky Hrbr, AZ
0121  PIA  72532   40.67  -89.68  200 Peoria, IL
2171  PIB      0   31.47  -89.34   90 Hattiesburg-laurel Regional
0226  PIE  72211   27.97  -82.53    3 Tampa/St. Petersburg, FL
0378  PIM      0  -12.00  -77.10   13 Lima
2170  PIR      0   44.38 -100.29  530 Pierre Regional
0122  PIT  72520   40.53  -80.23  359 Pittsburgh, PA
0519  PKA      0  -20.72  116.77    9 Karratha
0766  PKD      0   46.90  -95.07  440 Park Rapids Muni, MN
2168  PLN      0   45.57  -84.80  219 Pellston Arpt.
0806 PMDY  91066   28.22 -177.37    4 Midway Island, HI
2930  PMO      0   38.17   13.09   20 Palermo Intl, IT
2956  PNS  72222   30.47  -87.20   36 Pensacola, FL/US
0123  POU  90038   41.63  -73.88   50 Poughkeepsie, NY
0124  PSP  90040   33.83 -116.50  146 Palm Springs, CA
0377  PTK      0   42.67  -83.42  299 Pontiac, MI
0125  PTO  90022   18.50  -67.13  238 Rafael Hernandez, PR
2835  PUO      0   70.25 -148.34   14 PRUDHOE BAY, AK
0126  PVD  72507   41.73  -71.43   19 Providence/Green, RI
1351  PVG  98558   11.03  125.73   60 Guiuan/Samar,PH
0548  PVR  76601   20.68 -105.25    6 Puerto Vallarta, MX
0127  PWM  72606   43.65  -70.32   20 Portland, ME
0545  RAP  72662   44.05 -103.07  970 Rapid City Rgnl, SD
1418 RCKH  46740   22.58  120.35    9 Kaohsiung Intl, Taiwan
0128 RCTP  46686   25.08  121.22   33 Chiang Kai Shek, TW
0129  RDU  72306   35.87  -78.78  134 Raleigh-Durham, NC
0130  RFD  72543   42.20  -89.10  226 Rockford, IL
2166  RHI      0   45.63  -89.47  494 Rhinelander-oneida County
0131  RIC  72401   37.50  -77.33   54 Richmond/Byrd, VA
0132 RJAA  47686   35.77  140.38    7 New Tokyo Intl, JP
0236 RJBB      0   34.43  135.24    7 Kansai Intl.
0587 RJCC  47425   42.80  141.67   30 Chitose, JP
2266 RJFF  47808   33.58  130.45   12 Fukuoka/Itazuke, JP
2276 RJFK  47827   31.80  130.72  276 Kagoshima, JP
2272 RJFT  47819   32.84  130.86  196 Kumamoto, JP
2278 RJNN  47635   35.25  136.93   17 Nagoya, JP
2273 RJNT  47607   36.65  137.19   29 Toyama, JP
2275 RJOM  47887   33.83  132.70    8 Matsuyama, JP
2270 RJOO  47771   34.78  135.45   15 Osaka Intl/Itami, JP
2274 RJSF      0   37.23  140.43  372 Fukushima, JP
0406  RKC  97300   -8.63  122.25    3 Maumere/Wai, ID
2913 RKJJ      0   35.07  126.49   14 Kwangju, KO
2914 RKJK      0   35.55  126.37    9 Gunsan, KO
2915 RKJM      0   34.45  126.23    7 Mokpo, KO
2916 RKJY      0   34.50  127.37   27 Yeosu, KO
2917 RKNW      0   37.26  127.57  100 Wonju, KO
2911 RKNY      0   38.03  128.40   74 Yangyang, KO
2908 RKPC      0   33.30  126.29   25 Jeju, KO
2909 RKPK      0   35.10  128.56    4 Pusan/Kimhae, KO
2279 RKPK      0   35.18  128.94    4 Busan/Gimhae Intl, KR
2918 RKPS      0   35.05  128.05    8 Sacheon, KO
2919 RKPU      0   35.35  129.21   14 Ulsan, KO
1205 RKSI      0   37.47  126.45    7 Incheon Intl, KO
0711 RKSO  47122   37.08  127.03   12 Osan, KO
0494 RKSS  47110   37.56  126.79   18 Seoul/Kimpo Intl, KO
2920 RKTH      0   35.59  129.25   21 Pohang, KO
2912 RKTN      0   35.53  128.39   37 Taegu, KO
2910 RKTU      0   36.42  127.30   58 Chungju, KO
0133  RNO  72488   39.50 -119.78 1341 Reno/Cannon Intl, NV
0134  ROA  72411   37.32  -79.97  358 Roanoke, VA
0135 ROAH  47936   26.20  127.68   53 Naha Airport, JP
0136  ROC  72529   43.12  -77.67  169 Rochester/Monroe, NY
2564 ROST  10170   54.18   12.08   10 Rostock, Germany
2925  ROV  34731   47.26   39.82   79 Rostov-on-Don, RU
1089 RPMM      0   14.50  121.00   13 Manila
0137  RST  72644   43.92  -92.50  402 Rochester, MN
0244  RSW      0   26.65  -81.87    9 Ft Myers/SW, FL
2943  RVN      0   66.56   25.83  196 Rovaniemi, FI
0234 SAEZ  87576  -34.82  -58.53   20 Buenos Aires-Ezeiza, AG
0138  SAL  90023   13.44  -89.08  101 San Salvador, ES (Unofcl)
0622 SAME  87418  -32.83  -68.78  704 Mendoza/El Plum, AG
0139  SAN  72290   32.73 -117.17    9 Sn Diego/Lndbrgh, CA
0286  SAP      0   15.50  -88.02 9999 San Pedro Sula, HN
0140  SAT  72253   29.53  -98.47  242 San Antonio Intl, TX
0282  SAV  72207   32.13  -81.20   15 Savannah, GA
0141  SBA  90033   34.43 -119.83    6 Santa Barbara, CA
1446 SBBR  83378  -15.86  -47.91 1060 Brasilia Intl, Brazil
0233 SBGL  83746  -22.82  -43.25    6 Rio De Janeiro Intl, BZ
0221 SBGR  90006  -23.53  -46.63  792 Sao Paulo/Guarulhos, BZ
0142  SBN  72535   41.70  -86.32  236 South Bend, IN
3550 SCAR  85406  -18.35  -70.34   51 Chacalluta, Arica, Chile
3554 SCAT  85467  -27.26  -70.78  204 Desierto de Atacama, Caldera, Chile
3564 SCBA  85874  -45.92  -71.69  525 Balmaceda, Chile
3565 SCCC  85886  -46.58  -71.69  326 Chile Chico, Chile
3553 SCCF  85432  -22.50  -68.90 2326 El Loa, Calama, Chile
3567 SCCI  85934  -53.00  -70.85   43 Pdte. Carlos Ibanez del Campo, Punta Arenas, Chile
3551 SCDA  85418  -20.54  -70.18   48 Diego Aracena, Iquique, Chile
2161  SCE      0   40.77  -77.88  374 State College, PA
0387 SCEL  85574  -33.38  -70.78  476 Santiago/Benitez, Chile
3553 SCFA  85442  -23.44  -70.45  139 Andres Sabella, Antofagasta, Chile
3558 SCIE  85682  -36.77  -73.06    8 Carriel Sur, Concepción, Chile
3555 SCIP  85469  -27.16 -109.42   69 Mataveri, Isla de Pascua, Chile
3557 SCIR  85585  -33.67  -78.93  132 Robinson Crusoe, Chile
3561 SCJO  85782  -40.61  -73.06   57 Canal Bajo, Osorno, Chile
0285  SCL      0  -33.55  -70.70  476 Santiago, Chile
3566 SCNT  85921  -51.67  -72.53   66 Gallardo, Puerto Natales, Chile
3559 SCQP  85744  -38.93  -72.65   98 La Araucania, Temuco, Chile
0580  SCS  85488  -29.92  -71.20  146 La Serena/Laflo, Chili
3556 SCSE  85488  -29.92  -71.20  146 La Florida, La Serena, Chile
3563 SCST      0  -42.49  -73.77   44 Gamboa, Castro, Chile
3562 SCTE  85799  -41.44  -73.09   90 El Tepual, Puerto Montt, Chile
3560 SCVD  85766  -39.65  -73.09   18 Pichoy, Valdivia, Chile
0143  SDF  72423   38.18  -85.73  151 Louisville, KY
2851  SDP      0   55.32 -160.52    7 SAND POINT, AK
0144  SDQ  78486   18.43  -69.88   14 Santo Domingo, Dom. Rep.
0145  SEA  72793   47.45 -122.30  130 Seattle, WA
1094 SEGU      0   -2.10  -79.90    4 Guayaquil
0146  SEL  47108   37.45  127.11   28 Seoul AB, KO
1430 SEQU  84071   -0.14  -78.49 2813 Quito, Ecuador
0147  SFO  72494   37.62 -122.38    5 Sn Francisco Int, CA
0693 SGAS  86218  -25.27  -57.63   10 Asuncion/Silvio, PY
0148  SGF  72440   37.23  -93.38  387 Springfield, MO
0360  SHJ  41196   25.33   55.52   33 Sharjah, U.A.Emirates
0149  SHV  72248   32.47  -93.82   79 Shreveport Rgnl, LA
0150  SIN  99041    1.37  103.85   16 Singapore/Chang, SN
0239  SJC      0   37.37 -121.92   17 San Jose, CA
0288  SJO  78762    9.93  -84.10  931 San Jose, CS
0151  SJT  72263   31.37 -100.50  582 San Angelo, TX
0152  SJU  78526   18.43  -66.00   19 San Juan, PR
0422  SKA      0   47.62 -117.65  750 Spokane/Frchild, WA
0734 SKBQ  80028   10.90  -74.77   10 Barranquilla,Columbia
0493  SKJ  70357   56.55 -154.13   17 Sitkinak, AK
0153  SLC  72572   40.77 -111.97 1288 Salt Lake City, UT
1431 SLET  85245  -17.81  -63.17  418 Stata Cruz/El Trompillo, Bolivia
0333  SLP  76539   22.18 -100.98 1871 San Luis Potosi, MX
0154  SMF  90027   38.70 -121.60   10 Sacramento Metro, CA
0155  SMX  72394   34.90 -120.45   73 Santa Maria, CA
1095 SMZO      0    5.40  -55.20    0 Paramaribo
0156  SNA  90039   33.67 -117.88   16 Santa Ana/Jw, CA
2854  SNP  70308   57.20 -170.20   19 ST. PAUL ISLAND, AK
